"gene_name","gene_id","gene_biotype","Mock","Rabies","log2FoldChange","padj"
"Sorbs3","ENSMUSG00000022091","protein_coding",49.33,53.25,0.14,0.999947203556063
"Gm49417","ENSMUSG00000115186","lncRNA",2.1,1.62,-0.37,0.999947203556063
"Ppp3cc","ENSMUSG00000022092","protein_coding",18.35,19.87,0.12,0.999947203556063
"Gm49288","ENSMUSG00000115645","processed_pseudogene",0.08,0.05,-0.72,
"Gm44340","ENSMUSG00000106195","miRNA",0,0.01,0.98,
"Gm4240","ENSMUSG00000115025","processed_pseudogene",0.04,0.26,2.72,
"Slc39a14","ENSMUSG00000022094","protein_coding",33.98,69.36,1.14,0.698804285838061
"Gm9174","ENSMUSG00000058745","processed_pseudogene",0,0,,
"Piwil2","ENSMUSG00000033644","protein_coding",2.49,3.88,0.82,0.999947203556063
"Gm22725","ENSMUSG00000088717","snoRNA",0,0,,
"Gm24890","ENSMUSG00000077577","snRNA",0,0,,
"Polr3d","ENSMUSG00000000776","protein_coding",26.32,24.65,-0.09,0.999947203556063
"Mir320","ENSMUSG00000065528","miRNA",0,0.05,2.92,
"Phyhip","ENSMUSG00000003469","protein_coding",617.59,402.14,-0.56,0.999947203556063
"Bmp1","ENSMUSG00000022098","protein_coding",138.66,110.55,-0.32,0.999947203556063
"Sftpc","ENSMUSG00000022097","protein_coding",0.74,0.44,-0.75,0.999947203556063
"Lgi3","ENSMUSG00000033595","protein_coding",186.09,147.97,-0.32,0.999947203556063
"Reep4","ENSMUSG00000033589","protein_coding",6.53,8.12,0.33,0.999947203556063
"Hr","ENSMUSG00000022096","protein_coding",90.65,85.83,-0.08,0.999947203556063
"Nudt18","ENSMUSG00000045211","protein_coding",68.11,57.42,-0.24,0.999947203556063
"Fam160b2","ENSMUSG00000022095","protein_coding",67.95,57.69,-0.23,0.999947203556063
"Dmtn","ENSMUSG00000022099","protein_coding",413.58,269.54,-0.56,0.999947203556063
"Fgf17","ENSMUSG00000022101","protein_coding",0.54,0.91,0.76,0.999947203556063
"Npm2","ENSMUSG00000047911","protein_coding",0.7,0.9,0.38,0.999947203556063
"Xpo7","ENSMUSG00000022100","protein_coding",86.11,82.31,-0.06,0.999947203556063
"Gm49244","ENSMUSG00000115387","processed_pseudogene",0,0.06,3.21,
"Dok2","ENSMUSG00000022102","protein_coding",1.24,3.74,1.59,0.697606580785977
"2410012E07Rik","ENSMUSG00000099528","lncRNA",0,0.04,2.54,
"Gfra2","ENSMUSG00000022103","protein_coding",38.29,21.25,-0.74,0.999947203556063
"Gm49289","ENSMUSG00000115671","lncRNA",0.04,0.05,0.29,
"Gm4251","ENSMUSG00000115139","lncRNA",0,0.02,1.19,
"Gm37455","ENSMUSG00000104288","TEC",0,0,,
"4930429C20Rik","ENSMUSG00000115286","lncRNA",0,0,,
"Gm9192","ENSMUSG00000098064","processed_pseudogene",0.16,0.04,-1.84,
"4930434J06Rik","ENSMUSG00000115304","lncRNA",0,0,,
"Gm23735","ENSMUSG00000064485","snRNA",0,0,,
"Gm49290","ENSMUSG00000115061","processed_pseudogene",0,0.01,0.35,
"Gm9195","ENSMUSG00000109446","protein_coding",0.08,0.01,-2.46,
"Mlnr-ps","ENSMUSG00000108975","unitary_pseudogene",0.04,0.02,-1.06,
"Fndc3a","ENSMUSG00000033487","protein_coding",50.81,96.75,1,0.857983059885382
"Gm16549","ENSMUSG00000090216","lncRNA",0,0.02,1.72,
"Gm49293","ENSMUSG00000115494","lncRNA",0,0,,
"Gm41206","ENSMUSG00000115532","lncRNA",0,0.01,0.35,
"Gm4606","ENSMUSG00000115611","transcribed_processed_pseudogene",0,0.05,2.91,
"Gm49295","ENSMUSG00000115475","processed_pseudogene",0,0.01,0.35,
"Gm9198","ENSMUSG00000115085","processed_pseudogene",0,0,,
"Cysltr2","ENSMUSG00000033470","protein_coding",0.51,2.14,2.18,0.628305150002992
"Rcbtb2","ENSMUSG00000022106","protein_coding",20.02,19.69,-0.01,0.999947203556063
"Gm17233","ENSMUSG00000090706","lncRNA",0,0.02,1.19,
"Rb1","ENSMUSG00000022105","protein_coding",24.22,38.95,0.81,0.999947203556063
"Mir687","ENSMUSG00000076121","miRNA",0,0.01,0.35,
"Lpar6","ENSMUSG00000033446","protein_coding",2.88,6.29,1.14,0.999947203556063
"Gm49131","ENSMUSG00000115573","processed_pseudogene",0.12,0.2,0.76,
"Itm2b","ENSMUSG00000022108","protein_coding",824.59,1058.68,0.36,0.999947203556063
"Gm4266","ENSMUSG00000115530","processed_pseudogene",0,0,,
"Med4","ENSMUSG00000022109","protein_coding",24.06,22.16,-0.12,0.999947203556063
"Nudt15","ENSMUSG00000033405","protein_coding",1.63,1.29,-0.33,0.999947203556063
"Sucla2","ENSMUSG00000022110","protein_coding",146.44,115.51,-0.33,0.999947203556063
"Gm21750","ENSMUSG00000096463","protein_coding",0,0.01,0.35,
"Gm49165","ENSMUSG00000115088","lncRNA",0.04,0.08,0.99,
"Gm49164","ENSMUSG00000115289","lncRNA",0,0.18,4.7,
"Gm24540","ENSMUSG00000093873","snRNA",0,0.01,0.35,
"Gm16409","ENSMUSG00000075581","processed_pseudogene",0,0.05,2.75,
"Gm18683","ENSMUSG00000115470","processed_pseudogene",0,0,,
"Gm22164","ENSMUSG00000089038","rRNA",0,0.01,0.35,
"Cbx3-ps6","ENSMUSG00000057886","processed_pseudogene",0,0,,
"Gm49170","ENSMUSG00000115559","processed_pseudogene",0,0.05,2.91,
"Gm49171","ENSMUSG00000115704","lncRNA",0,0.06,3.06,
"Gm6986","ENSMUSG00000115411","processed_pseudogene",0,0.03,2.06,
"4933402J15Rik","ENSMUSG00000115845","lncRNA",0,0.05,2.74,
"Gm49174","ENSMUSG00000115427","processed_pseudogene",0,0,,
"Gm49175","ENSMUSG00000115449","lncRNA",0,0,,
"Htr2a","ENSMUSG00000034997","protein_coding",15.16,20.46,0.44,0.999947203556063
"Gm9212","ENSMUSG00000115288","processed_pseudogene",0.04,0.01,-2.09,
"Esd","ENSMUSG00000021996","protein_coding",42.72,54.01,0.36,0.999947203556063
"Lrch1","ENSMUSG00000068015","protein_coding",29.66,43.44,0.59,0.999947203556063
"Gm10847","ENSMUSG00000115002","lncRNA",0,0.08,3.55,
"Gm4278","ENSMUSG00000115019","lncRNA",0,0.02,1.19,
"Rubcnl","ENSMUSG00000034959","protein_coding",1.44,4.31,1.59,0.611787884177148
"Lrrc63","ENSMUSG00000021997","protein_coding",0.04,0.15,1.94,
"Lcp1","ENSMUSG00000021998","protein_coding",11.39,49.18,2.11,0.00113401436372854
"Gm15628","ENSMUSG00000089733","lncRNA",0,0,,
"Gm15629","ENSMUSG00000090054","lncRNA",0,0,,
"Cpb2","ENSMUSG00000021999","protein_coding",0.04,0.08,0.99,
"Gm44482","ENSMUSG00000104689","miRNA",0,0.02,1.19,
"Gm18147","ENSMUSG00000115789","processed_pseudogene",0.04,0.02,-1.06,
"Zc3h13","ENSMUSG00000022000","protein_coding",106.75,100.12,-0.09,0.999947203556063
"Gm49200","ENSMUSG00000115615","lncRNA",0.04,0.02,-0.72,
"Siah3","ENSMUSG00000091722","protein_coding",10.77,9.77,-0.11,0.999947203556063
"Spert","ENSMUSG00000034913","protein_coding",0,0,,
"Erich6b","ENSMUSG00000022002","protein_coding",0,0.01,0.35,
"Gm23622","ENSMUSG00000064394","snRNA",0,0,,
"Cog3","ENSMUSG00000034893","protein_coding",38.87,37.06,-0.06,0.999947203556063
"Gm24876","ENSMUSG00000089405","rRNA",0,0,,
"Slc25a30","ENSMUSG00000022003","protein_coding",10.26,11.01,0.1,0.999947203556063
"Gm48931","ENSMUSG00000115458","processed_pseudogene",0,0.01,0.35,
"Gm4285","ENSMUSG00000085829","lncRNA",3.38,3.39,0,0.999947203556063
"Tpt1","ENSMUSG00000060126","protein_coding",236.43,338.9,0.54,0.999947203556063
"Snora31","ENSMUSG00000065147","snoRNA",0.7,0.88,0.33,0.999947203556063
"Gtf2f2","ENSMUSG00000067995","protein_coding",10.73,13.25,0.31,0.999947203556063
"Kctd4","ENSMUSG00000046523","protein_coding",17.96,10.49,-0.68,0.999947203556063
"Gm25517","ENSMUSG00000065799","snoRNA",0.08,0.06,-0.36,
"Gpalpp1","ENSMUSG00000022008","protein_coding",39.26,39.2,0,0.999947203556063
"Nufip1","ENSMUSG00000022009","protein_coding",14.89,19.72,0.48,0.999947203556063
"Rps2-ps6","ENSMUSG00000095427","processed_pseudogene",0.12,0.24,1.07,
"2900040C04Rik","ENSMUSG00000115625","lncRNA",2.33,0.49,-2,0.999947203556063
"Tsc22d1","ENSMUSG00000022010","protein_coding",453.73,380.12,-0.25,0.999947203556063
"4930444M15Rik","ENSMUSG00000097172","lncRNA",0.16,0.2,0.39,
"E130202H07Rik","ENSMUSG00000115092","lncRNA",0,0.01,0.98,
"Serp2","ENSMUSG00000052584","protein_coding",84.08,50.56,-0.67,0.999947203556063
"Fkbp1a-ps1","ENSMUSG00000115143","processed_pseudogene",0,0.05,2.75,
"1700108F19Rik","ENSMUSG00000101009","lncRNA",0.23,0.21,-0.15,
"4930431P22Rik","ENSMUSG00000115709","lncRNA",0.12,0.24,1.07,
"Gm30246","ENSMUSG00000115817","lncRNA",0,0.04,2.54,
"Gm48968","ENSMUSG00000115353","lncRNA",0,0,,
"Gm48969","ENSMUSG00000115596","lncRNA",0,0.01,0.35,
"Gm4291","ENSMUSG00000115303","processed_pseudogene",0,0.06,3.07,
"Lacc1","ENSMUSG00000044350","protein_coding",2.25,7.39,1.8,0.264319186000545
"Ccdc122","ENSMUSG00000034795","protein_coding",0.43,0.72,0.79,0.999947203556063
"Enox1","ENSMUSG00000022012","protein_coding",27.21,32.58,0.27,0.999947203556063
"Gm10132","ENSMUSG00000063556","processed_pseudogene",0.04,0.02,-0.72,
"Gm49001","ENSMUSG00000115733","transcribed_processed_pseudogene",0,0.04,2.31,
"Gm49002","ENSMUSG00000115244","lncRNA",0,0.05,2.74,
"Gm6994","ENSMUSG00000067973","lncRNA",0,0.01,0.98,
"n-R5s48","ENSMUSG00000084431","rRNA",0,0,,
"Gm23823","ENSMUSG00000089365","snoRNA",0.04,0.23,2.58,
"Gm49003","ENSMUSG00000115363","lncRNA",0,0,,
"Gm30467","ENSMUSG00000115257","lncRNA",0,0.01,0.98,
"Gm1587","ENSMUSG00000075512","lncRNA",0,0,,
"Dnajc15","ENSMUSG00000022013","protein_coding",43.5,33.89,-0.35,0.999947203556063
"Epsti1","ENSMUSG00000022014","protein_coding",0.12,9.88,6.42,8.42125173496041e-08
"Gm48954","ENSMUSG00000115517","lncRNA",0.04,0,-3.35,
"Gm19301","ENSMUSG00000092272","lncRNA",0,0,,
"Gm48955","ENSMUSG00000115519","processed_pseudogene",0,0,,
"Fam216b","ENSMUSG00000045655","protein_coding",0.89,1.08,0.28,0.999947203556063
"Mir1971","ENSMUSG00000087932","miRNA",0,0,,
"Gm48959","ENSMUSG00000115552","processed_pseudogene",0,0,,
"Gm23652","ENSMUSG00000080402","miRNA",0,0,,
"Tnfsf11","ENSMUSG00000022015","protein_coding",0.08,0.25,1.69,
"Gm26197","ENSMUSG00000092774","rRNA",0,0,,
"Gm4821","ENSMUSG00000115450","processed_pseudogene",0.04,0.01,-1.46,
"Akap11","ENSMUSG00000022016","protein_coding",186.94,193.17,0.05,0.999947203556063
"Dgkh","ENSMUSG00000034731","protein_coding",72.81,81.36,0.16,0.999947203556063
"Gm48998","ENSMUSG00000115087","TEC",0.08,0.04,-0.88,
"Gm26251","ENSMUSG00000084447","snoRNA",0,0.01,0.35,
"Gm18368","ENSMUSG00000115107","processed_pseudogene",0.04,0,-3.35,
"Gm49009","ENSMUSG00000115514","processed_pseudogene",0,0,,
"Gm30584","ENSMUSG00000115305","processed_pseudogene",0,0,,
"Gm19098","ENSMUSG00000115290","processed_pseudogene",0,0.01,0.35,
"Vwa8","ENSMUSG00000058997","protein_coding",77.16,63.52,-0.27,0.999947203556063
"Gm49016","ENSMUSG00000115090","lncRNA",0,0.02,1.19,
"Gm6997","ENSMUSG00000115539","processed_pseudogene",0.04,0.07,0.76,
"Gm49011","ENSMUSG00000115643","processed_pseudogene",0.04,0,-3.35,
"Gm30970","ENSMUSG00000115637","processed_pseudogene",0.31,0.13,-1.16,
"Gm49015","ENSMUSG00000115167","lncRNA",0,0.02,1.72,
"Gm4632","ENSMUSG00000115111","lncRNA",0.04,0.08,1,
"Zfp957","ENSMUSG00000071262","protein_coding",0.27,0.33,0.34,
"Gm49028","ENSMUSG00000115045","processed_pseudogene",0,0.01,0.35,
"Rgcc","ENSMUSG00000022018","protein_coding",22.78,22.28,-0.03,0.999947203556063
"Naa16","ENSMUSG00000022020","protein_coding",11.23,11.93,0.09,0.999947203556063
"Mtrf1","ENSMUSG00000022022","protein_coding",6.03,7.62,0.35,0.999947203556063
"Kbtbd7","ENSMUSG00000043881","protein_coding",27.25,29.01,0.09,0.999947203556063
"Kbtbd6","ENSMUSG00000075502","protein_coding",0.51,0.84,0.75,0.999947203556063
"Wbp4","ENSMUSG00000022023","protein_coding",65.93,70.71,0.11,0.999947203556063
"Elf1","ENSMUSG00000036461","protein_coding",5.71,17.71,1.68,0.122662742225621
"Gm27857","ENSMUSG00000093684","miRNA",0,0.03,2.06,
"Sugt1","ENSMUSG00000022024","protein_coding",89.49,77.7,-0.18,0.999947203556063
"Cnmd","ENSMUSG00000022025","protein_coding",1.9,1.66,-0.19,0.999947203556063
"Gm49042","ENSMUSG00000115740","lncRNA",0.12,0.01,-3.03,
"4930452G13Rik","ENSMUSG00000115422","lncRNA",0.7,0.76,0.15,0.999947203556063
"Mir759","ENSMUSG00000076453","miRNA",0,0,,
"Pcdh8","ENSMUSG00000036422","protein_coding",36.81,24.15,-0.54,0.999947203556063
"Gm9748","ENSMUSG00000102774","lncRNA",0,0.08,3.45,
"Gm6999","ENSMUSG00000097927","lncRNA",0.12,0.18,0.63,
"Gm10845","ENSMUSG00000095959","lncRNA",0,0.05,2.91,
"Gm49542","ENSMUSG00000115190","lncRNA",0.23,0.19,-0.27,
"Gm18605","ENSMUSG00000115291","processed_pseudogene",0,0,,
"Olfm4","ENSMUSG00000022026","protein_coding",1.75,1.46,-0.26,0.999947203556063
"Gm17923","ENSMUSG00000115334","processed_pseudogene",0,0.01,0.35,
"Gm9578","ENSMUSG00000098125","processed_pseudogene",0,0.02,1.39,
"Gm49043","ENSMUSG00000115036","processed_pseudogene",0,0,,
"Gm19120","ENSMUSG00000115346","processed_pseudogene",0,0,,
"Gm49044","ENSMUSG00000115716","processed_pseudogene",0,0,,
"Gm49045","ENSMUSG00000115297","processed_pseudogene",0,0,,
"Gm49046","ENSMUSG00000115542","lncRNA",0,0.01,0.98,
"Cyp2c73-ps","ENSMUSG00000115465","processed_pseudogene",0,0,,
"Gm41219","ENSMUSG00000115455","lncRNA",0,0,,
"Gm19311","ENSMUSG00000115385","processed_pseudogene",0,0,,
"Gm18525","ENSMUSG00000115175","processed_pseudogene",0,0,,
"Gm19050","ENSMUSG00000115731","processed_pseudogene",0,0,,
"Gm49047","ENSMUSG00000115476","processed_pseudogene",0,0,,
"Gm49048","ENSMUSG00000115825","lncRNA",0,0,,
"Gm22891","ENSMUSG00000089266","snRNA",0,0,,
"Gm49049","ENSMUSG00000115051","processed_pseudogene",0,0,,
"Gm49050","ENSMUSG00000115847","processed_pseudogene",0,0,,
"Gm49051","ENSMUSG00000115031","processed_pseudogene",0,0,,
"Gm24774","ENSMUSG00000088009","snoRNA",0,0,,
"Gm49052","ENSMUSG00000115393","processed_pseudogene",0,0,,
"Gm49053","ENSMUSG00000115780","processed_pseudogene",0,0,,
"Gm49054","ENSMUSG00000115006","lncRNA",0,0.01,0.35,
"Gm49055","ENSMUSG00000115282","processed_pseudogene",0,0,,
"Gm32455","ENSMUSG00000115043","lncRNA",0,0,,
"Gm49056","ENSMUSG00000115770","processed_pseudogene",0,0.02,1.19,
"Gm29800","ENSMUSG00000115612","processed_pseudogene",0,0,,
"Gm49057","ENSMUSG00000115227","processed_pseudogene",0,0,,
"Pcdh17","ENSMUSG00000035566","protein_coding",65.04,67.58,0.06,0.999947203556063
"9630013A20Rik","ENSMUSG00000115529","lncRNA",2.45,1.59,-0.57,0.999947203556063
"Gm7004","ENSMUSG00000115743","processed_pseudogene",0,0,,
"Gm9264","ENSMUSG00000115239","processed_pseudogene",0,0,,
"Gm49059","ENSMUSG00000115653","processed_pseudogene",0,0,,
"Gm32729","ENSMUSG00000115217","lncRNA",0,0,,
"Gm49060","ENSMUSG00000115836","processed_pseudogene",0,0,,
"Gm49061","ENSMUSG00000115014","processed_pseudogene",0,0,,
"Gm49062","ENSMUSG00000115128","processed_pseudogene",0,0,,
"4930529K09Rik","ENSMUSG00000115271","lncRNA",0,0.01,0.35,
"Gm32815","ENSMUSG00000115777","lncRNA",0.27,0.42,0.68,0.999947203556063
"Gm49063","ENSMUSG00000115176","processed_pseudogene",0,0,,
"Gm23926","ENSMUSG00000064407","snRNA",0,0,,
"Gm4350","ENSMUSG00000115089","processed_pseudogene",0,0,,
"Gm32913","ENSMUSG00000115664","lncRNA",0,0.04,2.54,
"Gm25115","ENSMUSG00000087812","snRNA",0,0,,
"Gm49157","ENSMUSG00000115401","processed_pseudogene",0,0,,
"Gm49158","ENSMUSG00000115776","processed_pseudogene",0,0,,
"Diaph3","ENSMUSG00000022021","protein_coding",2.37,2.93,0.31,0.999947203556063
"Gm49159","ENSMUSG00000115306","TEC",0,0.01,0.35,
"Gm23438","ENSMUSG00000077948","miRNA",0,0,,
"Gm49193","ENSMUSG00000115438","transcribed_processed_pseudogene",0,0,,
"Gm37002","ENSMUSG00000102284","TEC",0,0,,
"Gm23278","ENSMUSG00000088536","snoRNA",0,0,,
"Tdrd3","ENSMUSG00000022019","protein_coding",25.31,27.16,0.1,0.999947203556063
"Gm49199","ENSMUSG00000115564","TEC",0,0.02,1.19,
"Gm33121","ENSMUSG00000115484","processed_pseudogene",0,0.01,0.98,
"Gm49197","ENSMUSG00000115184","TEC",0.04,0.02,-1.26,
"Gm48922","ENSMUSG00000115608","processed_pseudogene",0,0,,
"Gm18812","ENSMUSG00000115452","transcribed_processed_pseudogene",0,0,,
"Gm4355","ENSMUSG00000115527","transcribed_processed_pseudogene",0,0,,
"Rps3a2","ENSMUSG00000062611","processed_pseudogene",0.51,0.52,0.04,0.999947203556063
"Gm26405","ENSMUSG00000089120","rRNA",0,0,,
"Gm33203","ENSMUSG00000115479","lncRNA",0,0,,
"Gm9274","ENSMUSG00000098095","processed_pseudogene",0.35,0.12,-1.38,
"Gm48929","ENSMUSG00000115533","processed_pseudogene",0,0,,
"Gm9275","ENSMUSG00000115202","processed_pseudogene",0,0.01,0.35,
"Gm48930","ENSMUSG00000115114","transcribed_processed_pseudogene",0,0,,
"Pcdh20","ENSMUSG00000050505","protein_coding",18.58,13.97,-0.35,0.999947203556063
"Gm41225","ENSMUSG00000115623","lncRNA",0,0.01,0.35,
"Gm36946","ENSMUSG00000102164","TEC",0,0,,
"Gm17882","ENSMUSG00000115392","processed_pseudogene",0,0.02,1.72,
"Gm25886","ENSMUSG00000088405","snRNA",0,0,,
"Gm25415","ENSMUSG00000077408","snoRNA",0,0,,
"Gm10110","ENSMUSG00000062093","transcribed_processed_pseudogene",0.62,0.82,0.4,0.999947203556063
"Gm48941","ENSMUSG00000115313","lncRNA",0,0,,
"4930474H20Rik","ENSMUSG00000115001","lncRNA",0,0,,
"Gm25495","ENSMUSG00000077619","snoRNA",0,0,,
"Gm33246","ENSMUSG00000115292","lncRNA",0,0,,
"Gm18082","ENSMUSG00000115565","processed_pseudogene",0,0,,
"Gm23225","ENSMUSG00000088746","snoRNA",0,0,,
"Gm7272","ENSMUSG00000115225","processed_pseudogene",0,0,,
"Gm48942","ENSMUSG00000115368","lncRNA",0,0.02,1.72,
"Gm48943","ENSMUSG00000115171","unprocessed_pseudogene",0,0,,
"Gm48944","ENSMUSG00000115308","processed_pseudogene",0,0,,
"Gm24127","ENSMUSG00000077298","snoRNA",0,0,,
"Gm37341","ENSMUSG00000103410","TEC",0,0,,
"Gm7232","ENSMUSG00000115662","processed_pseudogene",0.39,0.29,-0.34,
"Gm48962","ENSMUSG00000115660","processed_pseudogene",0,0,,
"4930433E05Rik","ENSMUSG00000115720","lncRNA",0,0,,
"Gm48963","ENSMUSG00000115444","processed_pseudogene",0,0,,
"Pcdh9","ENSMUSG00000055421","protein_coding",94.11,92.7,-0.02,0.999947203556063
"Gm23509","ENSMUSG00000065014","snRNA",0,0,,
"Gm9247","ENSMUSG00000115505","processed_pseudogene",0.66,0.21,-1.59,0.999947203556063
"Gm17922","ENSMUSG00000115632","processed_pseudogene",1.94,1.22,-0.68,0.999947203556063
"Gm48964","ENSMUSG00000115447","TEC",0.16,0.13,-0.3,
"Gm48967","ENSMUSG00000115023","TEC",0.31,0.21,-0.57,
"C230086J09Rik","ENSMUSG00000115471","TEC",0.19,0.14,-0.42,
"Gm48981","ENSMUSG00000115797","processed_pseudogene",0,0,,
"Gm48982","ENSMUSG00000115613","processed_pseudogene",0,0,,
"Gm23324","ENSMUSG00000088046","snoRNA",0,0,,
"Gm48983","ENSMUSG00000115059","processed_pseudogene",0,0,,
"Gm18074","ENSMUSG00000115638","processed_pseudogene",0,0,,
"Gm33450","ENSMUSG00000115822","lncRNA",0,0,,
"Gm24680","ENSMUSG00000089384","snoRNA",0,0,,
"Gm9721","ENSMUSG00000115331","processed_pseudogene",0,0,,
"Gm48989","ENSMUSG00000115038","processed_pseudogene",0,0,,
"Gm48990","ENSMUSG00000115379","processed_pseudogene",0,0,,
"Gm48991","ENSMUSG00000115499","processed_pseudogene",0,0,,
"Gm48994","ENSMUSG00000115396","processed_pseudogene",0,0,,
"Gm5207","ENSMUSG00000115243","processed_pseudogene",0.47,0.39,-0.26,0.999947203556063
"Gm48995","ENSMUSG00000115679","processed_pseudogene",0,0,,
"4921530L21Rik","ENSMUSG00000034689","protein_coding",0.04,0.04,-0.14,
"Gm18885","ENSMUSG00000115029","processed_pseudogene",0,0,,
"Gm19099","ENSMUSG00000115603","processed_pseudogene",0,0,,
"Klhl1","ENSMUSG00000022076","protein_coding",6.96,9.85,0.54,0.999947203556063
"Gm15515","ENSMUSG00000083933","processed_pseudogene",0,0.02,1.39,
"Gm24043","ENSMUSG00000065042","snRNA",0,0,,
"Gm25133","ENSMUSG00000064581","snoRNA",0,0,,
"Gm49006","ENSMUSG00000115535","processed_pseudogene",0,0,,
"Gnb1-ps2","ENSMUSG00000115315","processed_pseudogene",0,0.01,0.98,
"Gm18926","ENSMUSG00000115714","processed_pseudogene",0,0,,
"Gm49007","ENSMUSG00000115601","lncRNA",0,0,,
"Gm24770","ENSMUSG00000089130","snoRNA",0,0,,
"Gm9287","ENSMUSG00000115052","processed_pseudogene",0,0,,
"Gm33525","ENSMUSG00000115229","lncRNA",0,0,,
"Gm27441","ENSMUSG00000098772","miRNA",0,0,,
"Gm23276","ENSMUSG00000088538","snoRNA",0,0,,
"Gm9290","ENSMUSG00000115598","processed_pseudogene",0,0,,
"Dach1","ENSMUSG00000055639","protein_coding",13.1,9.94,-0.36,0.999947203556063
"Gm25831","ENSMUSG00000089549","snRNA",0,0,,
"Gm16331","ENSMUSG00000086133","processed_pseudogene",0,0.01,0.35,
"Gm26006","ENSMUSG00000089425","snoRNA",0,0,,
"Gm46477","ENSMUSG00000115218","processed_pseudogene",0,0,,
"Gm49017","ENSMUSG00000115486","processed_pseudogene",0,0.04,2.33,
"Gm26139","ENSMUSG00000096444","snRNA",0,0,,
"Gm27034","ENSMUSG00000098059","processed_pseudogene",0.19,0.03,-2.62,
"Gm49018","ENSMUSG00000115242","lncRNA",0,0.02,1.19,
"Gm18148","ENSMUSG00000115567","processed_pseudogene",0,0,,
"Rpl36a-ps1","ENSMUSG00000060377","protein_coding",0.04,0.08,1.1,
"Mzt1","ENSMUSG00000033186","protein_coding",52.83,46.94,-0.17,0.999947203556063
"Bora","ENSMUSG00000022070","protein_coding",4.9,5.67,0.21,0.999947203556063
"Dis3","ENSMUSG00000033166","protein_coding",7.77,9.99,0.37,0.999947203556063
"Pibf1","ENSMUSG00000022064","protein_coding",7.7,8.82,0.21,0.999947203556063
"Gm49026","ENSMUSG00000115071","TEC",0,0.01,0.35,
"Gm4412","ENSMUSG00000100172","processed_pseudogene",0,0.04,2.31,
"Klf5","ENSMUSG00000005148","protein_coding",9.25,11.5,0.32,0.999947203556063
"Gm22984","ENSMUSG00000084700","snRNA",0,0,,
"Gm25130","ENSMUSG00000064584","snRNA",0,0,,
"Gm49218","ENSMUSG00000115746","processed_pseudogene",0,0.03,2.09,
"Gm49219","ENSMUSG00000115590","processed_pseudogene",0,0,,
"Gm49220","ENSMUSG00000115178","processed_pseudogene",0,0,,
"Gm41230","ENSMUSG00000115580","lncRNA",0.08,0.06,-0.38,
"Gm49225","ENSMUSG00000115550","lncRNA",0,0,,
"Gm9298","ENSMUSG00000115366","processed_pseudogene",0,0,,
"Gm37093","ENSMUSG00000103188","TEC",0,0,,
"Gm22970","ENSMUSG00000065238","snRNA",0,0,,
"Gm5958","ENSMUSG00000087144","processed_pseudogene",0,0,,
"Klf12","ENSMUSG00000072294","protein_coding",17.53,21.86,0.32,0.999947203556063
"4930517O19Rik","ENSMUSG00000054391","lncRNA",0.16,0.17,0.15,
"Gm16260","ENSMUSG00000084991","processed_pseudogene",0,0.01,0.98,
"Gm41231","ENSMUSG00000110273","lncRNA",0.12,0.38,1.72,
"Gm26367","ENSMUSG00000094585","snoRNA",0,0,,
"6330576A10Rik","ENSMUSG00000115821","lncRNA",0.08,0.05,-0.5,
"Gm9302","ENSMUSG00000115732","processed_pseudogene",0,0.01,0.35,
"Gm24345","ENSMUSG00000089331","snoRNA",0,0,,
"Gm49237","ENSMUSG00000115506","lncRNA",0,0,,
"Gm49238","ENSMUSG00000115105","TEC",0,0,,
"Gm22401","ENSMUSG00000092668","miRNA",0,0,,
"Gm23538","ENSMUSG00000088160","snRNA",0,0,,
"Gm49239","ENSMUSG00000115721","processed_pseudogene",0,0,,
"Prr30","ENSMUSG00000042888","protein_coding",0,0.16,4.44,
"Gm26173","ENSMUSG00000089041","snoRNA",0,0,,
"Hspd1-ps5","ENSMUSG00000115538","processed_pseudogene",0,0.01,0.35,
"Tbc1d4","ENSMUSG00000033083","protein_coding",28.3,26.63,-0.07,0.999947203556063
"Gm34417","ENSMUSG00000115319","processed_pseudogene",0,0.02,1.39,
"Commd6","ENSMUSG00000075486","protein_coding",28.34,24.38,-0.21,0.999947203556063
"Uchl3","ENSMUSG00000022111","protein_coding",17.34,16.38,-0.08,0.999947203556063
"Gm18075","ENSMUSG00000115435","processed_pseudogene",0.04,0,-3.35,
"Gm49269","ENSMUSG00000115110","processed_pseudogene",0,0,,
"Gm9922","ENSMUSG00000053821","lncRNA",0.27,0.17,-0.64,
"Lmo7","ENSMUSG00000033060","protein_coding",62.08,55.16,-0.16,0.999947203556063
"Gm5854","ENSMUSG00000115584","processed_pseudogene",0,0.01,0.98,
"Gm22347","ENSMUSG00000095037","snoRNA",0,0,,
"Gm49292","ENSMUSG00000115696","lncRNA",0,0.02,1.72,
"Gm23764","ENSMUSG00000088971","rRNA",0,0,,
"Gm34589","ENSMUSG00000115816","lncRNA",0.12,0.14,0.25,
"Kctd12","ENSMUSG00000098557","protein_coding",37.55,27.93,-0.39,0.999947203556063
"Gm26778","ENSMUSG00000097142","lncRNA",0,0,,
"Mir5130","ENSMUSG00000092901","miRNA",0,0,,
"4933432I03Rik","ENSMUSG00000114980","lncRNA",0.04,0.17,2.16,
"Rpl17-ps7","ENSMUSG00000115512","processed_pseudogene",0.19,0.07,-1.41,
